基準日,基準価額（円）,純資産額（億円）,分配金
2015/10/29,"11,036","320.45","-"
2015/10/30,"11,008","319.78","-"
2015/11/02,"10,972","319.16","-"
2015/11/04,"10,978","318.99","-"
2015/11/05,"10,993","320.04","-"
2015/11/06,"10,997","320.23","-"
2015/11/09,"11,001","320.51","-"
2015/11/10,"10,974","319.81","-"
2015/11/11,"10,981","320.23","-"
2015/11/12,"10,976","319.67","-"
2015/11/13,"10,966","319.40","-"
2015/11/16,"10,949","319.22","-"
2015/11/17,"10,975","320.11","-"
2015/11/18,"10,980","321.22","-"
2015/11/19,"10,994","321.77","-"
2015/11/20,"11,002","322.21","-"
2015/11/24,"11,009","322.47","-"
2015/11/25,"10,996","322.28","-"
2015/11/26,"11,010","323.22","-"
2015/11/27,"11,009","323.35","-"
2015/11/30,"11,000","323.09","-"
2015/12/01,"11,004","318.84","-"
2015/12/02,"11,017","319.25","-"
2015/12/03,"11,016","319.39","-"
2015/12/04,"10,923","316.95","-"
2015/12/07,"10,936","317.29","-"
2015/12/08,"10,951","317.91","-"
2015/12/09,"10,940","317.84","-"
2015/12/10,"10,902","316.83","-"
2015/12/11,"10,901","316.93","-"
2015/12/14,"10,899","316.95","-"
2015/12/15,"10,873","316.40","-"
2015/12/16,"10,882","316.84","-"
2015/12/17,"10,898","317.36","-"
2015/12/18,"10,926","318.29","-"
2015/12/21,"10,924","318.35","-"
2015/12/22,"10,923","318.53","-"
2015/12/24,"10,900","318.26","-"
2015/12/25,"10,897","318.43","-"
2015/12/28,"10,905","318.68","-"
2015/12/29,"10,915","318.97","-"
2015/12/30,"10,909","318.78","-"
2016/01/04,"10,893","314.65","-"
2016/01/05,"10,892","314.91","-"
2016/01/06,"10,892","315.07","-"
2016/01/07,"10,878","314.74","-"
2016/01/08,"10,839","313.89","-"
2016/01/12,"10,760","311.62","30"
2016/01/13,"10,786","313.17","-"
2016/01/14,"10,770","312.63","-"
2016/01/15,"10,767","312.49","-"
2016/01/18,"10,774","312.80","-"
2016/01/19,"10,768","312.72","-"
2016/01/20,"10,752","312.28","-"
2016/01/21,"10,733","311.67","-"
2016/01/22,"10,760","312.01","-"
2016/01/25,"10,780","312.45","-"
2016/01/26,"10,776","310.43","-"
2016/01/27,"10,805","311.23","-"
2016/01/28,"10,799","311.11","-"
2016/01/29,"10,867","312.34","-"
2016/02/01,"10,936","314.28","-"
2016/02/02,"10,908","313.51","-"
2016/02/03,"10,901","313.51","-"
2016/02/04,"10,861","312.28","-"
2016/02/05,"10,859","312.25","-"
2016/02/08,"10,865","312.39","-"
2016/02/09,"10,814","310.85","-"
2016/02/10,"10,756","308.80","-"
2016/02/12,"10,673","306.41","-"
2016/02/15,"10,737","308.18","-"
2016/02/16,"10,784","309.53","-"
2016/02/17,"10,787","309.60","-"
2016/02/18,"10,808","309.94","-"
2016/02/19,"10,829","310.63","-"
2016/02/22,"10,841","310.90","-"
2016/02/23,"10,853","311.24","-"
2016/02/24,"10,865","311.73","-"
2016/02/25,"10,892","312.51","-"
2016/02/26,"10,903","312.86","-"
2016/02/29,"10,902","312.89","-"
2016/03/01,"10,910","313.27","-"
2016/03/02,"10,955","314.39","-"
2016/03/03,"10,957","314.56","-"
2016/03/04,"10,978","315.10","-"
2016/03/07,"10,971","314.96","-"
2016/03/08,"10,979","315.00","-"
2016/03/09,"10,943","314.10","-"
2016/03/10,"10,944","314.09","-"
2016/03/11,"10,940","314.01","-"
2016/03/14,"10,980","316.50","-"
2016/03/15,"10,989","316.77","-"
2016/03/16,"10,970","316.12","-"
2016/03/17,"10,975","316.11","-"
2016/03/18,"11,002","316.78","-"
2016/03/22,"11,051","317.41","-"
2016/03/23,"11,048","317.03","-"
2016/03/24,"11,033","316.49","-"
2016/03/25,"11,033","316.39","-"
2016/03/28,"11,042","316.97","-"
2016/03/29,"11,045","317.06","-"
2016/03/30,"11,046","317.08","-"
2016/03/31,"11,049","316.98","-"
2016/04/01,"11,038","317.46","-"
2016/04/04,"11,046","317.59","-"
2016/04/05,"11,030","317.16","-"
2016/04/06,"11,022","316.97","-"
2016/04/07,"11,019","316.92","-"
2016/04/08,"11,038","317.45","-"
2016/04/11,"11,031","317.20","-"
2016/04/12,"11,035","317.32","-"
2016/04/13,"11,050","317.92","-"
2016/04/14,"11,116","319.81","-"
2016/04/15,"11,107","319.37","-"
2016/04/18,"11,081","318.09","-"
2016/04/19,"11,097","318.94","-"
2016/04/20,"11,102","319.05","-"
2016/04/21,"11,123","319.41","-"
2016/04/22,"11,109","319.03","-"
2016/04/25,"11,090","317.94","-"
2016/04/26,"11,075","317.81","-"
2016/04/27,"11,042","317.08","-"
2016/04/28,"11,027","316.78","-"
2016/05/02,"10,979","315.48","-"
2016/05/06,"11,000","316.26","-"
2016/05/09,"11,022","316.90","-"
2016/05/10,"11,052","318.48","-"
2016/05/11,"11,058","318.96","-"
2016/05/12,"11,048","318.57","-"
2016/05/13,"11,031","318.17","-"
2016/05/16,"11,037","318.35","-"
2016/05/17,"11,044","318.74","-"
2016/05/18,"11,037","318.54","-"
2016/05/19,"11,002","317.97","-"
2016/05/20,"10,998","317.94","-"
2016/05/23,"11,003","318.02","-"
2016/05/24,"10,995","317.92","-"
2016/05/25,"11,013","318.64","-"
2016/05/26,"11,019","318.83","-"
2016/05/27,"11,039","318.58","-"
2016/05/30,"11,065","319.30","-"
2016/05/31,"11,074","319.96","-"
2016/06/01,"11,066","319.74","-"
2016/06/02,"11,043","319.50","-"
2016/06/03,"11,062","319.73","-"
2016/06/06,"11,067","319.93","-"
2016/06/07,"11,072","320.15","-"
2016/06/08,"11,081","320.55","-"
2016/06/09,"11,088","321.01","-"
2016/06/10,"11,108","321.39","-"
2016/06/13,"11,083","320.42","-"
2016/06/14,"11,054","319.26","-"
2016/06/15,"11,063","319.66","-"
2016/06/16,"11,050","319.41","-"
2016/06/17,"11,023","318.94","-"
2016/06/20,"11,012","317.97","-"
2016/06/21,"11,022","317.67","-"
2016/06/22,"11,026","317.75","-"
2016/06/23,"11,030","318.18","-"
2016/06/24,"11,043","318.54","-"
2016/06/27,"11,073","319.26","-"
2016/06/28,"11,114","321.09","-"
2016/06/29,"11,139","321.79","-"
2016/06/30,"11,150","322.39","-"
2016/07/01,"11,179","318.57","-"
2016/07/04,"11,197","319.50","-"
2016/07/05,"11,199","319.58","-"
2016/07/06,"11,222","320.24","-"
2016/07/07,"11,208","319.10","-"
2016/07/08,"11,201","318.87","-"
2016/07/11,"11,223","319.25","30"
2016/07/12,"11,269","321.03","-"
2016/07/13,"11,263","321.10","-"
2016/07/14,"11,277","321.56","-"
2016/07/15,"11,248","320.57","-"
2016/07/19,"11,261","321.31","-"
2016/07/20,"11,279","322.13","-"
2016/07/21,"11,283","322.00","-"
2016/07/22,"11,257","321.44","-"
2016/07/25,"11,284","322.37","-"
2016/07/26,"11,266","320.97","-"
2016/07/27,"11,268","321.43","-"
2016/07/28,"11,257","321.37","-"
2016/07/29,"11,256","321.71","-"
2016/08/01,"11,231","320.98","-"
2016/08/02,"11,214","321.11","-"
2016/08/03,"11,151","319.52","-"
2016/08/04,"11,143","319.67","-"
2016/08/05,"11,178","320.74","-"
2016/08/08,"11,207","322.80","-"
2016/08/09,"11,233","323.48","-"
2016/08/10,"11,237","323.97","-"
2016/08/12,"11,260","324.92","-"
2016/08/15,"11,261","325.21","-"
2016/08/16,"11,244","325.13","-"
2016/08/17,"11,217","325.08","-"
2016/08/18,"11,198","324.79","-"
2016/08/19,"11,206","325.21","-"
2016/08/22,"11,205","325.35","-"
2016/08/23,"11,199","324.89","-"
2016/08/24,"11,204","325.31","-"
2016/08/25,"11,194","325.18","-"
2016/08/26,"11,180","324.68","-"
2016/08/29,"11,210","325.88","-"
2016/08/30,"11,219","326.26","-"
2016/08/31,"11,242","326.92","-"
2016/09/01,"11,228","327.08","-"
2016/09/02,"11,197","326.34","-"
2016/09/05,"11,208","327.05","-"
2016/09/06,"11,217","327.53","-"
2016/09/07,"11,221","327.64","-"
2016/09/08,"11,230","329.36","-"
2016/09/09,"11,208","329.29","-"
2016/09/12,"11,139","328.41","-"
2016/09/13,"11,121","328.56","-"
2016/09/14,"11,102","328.93","-"
2016/09/15,"11,085","328.99","-"
2016/09/16,"11,093","329.76","-"
2016/09/20,"11,137","331.96","-"
2016/09/21,"11,162","333.74","-"
2016/09/23,"11,216","336.98","-"
2016/09/26,"11,207","337.14","-"
2016/09/27,"11,202","335.59","-"
2016/09/28,"11,207","337.03","-"
2016/09/29,"11,224","338.46","-"
2016/09/30,"11,205","340.42","-"
2016/10/03,"11,199","341.74","-"
2016/10/04,"11,205","342.26","-"
2016/10/05,"11,197","342.02","-"
2016/10/06,"11,171","341.77","-"
2016/10/07,"11,188","342.08","-"
2016/10/11,"11,184","342.15","-"
2016/10/12,"11,157","341.56","-"
2016/10/13,"11,170","342.39","-"
2016/10/14,"11,164","342.27","-"
2016/10/17,"11,164","342.48","-"
2016/10/18,"11,147","341.75","-"
2016/10/19,"11,168","342.68","-"
2016/10/20,"11,190","343.44","-"
2016/10/21,"11,199","343.86","-"
2016/10/24,"11,204","344.19","-"
2016/10/25,"11,219","344.97","-"
2016/10/26,"11,221","345.36","-"
2016/10/27,"11,184","344.57","-"
2016/10/28,"11,152","343.58","-"
2016/10/31,"11,146","343.30","-"
2016/11/01,"11,156","344.82","-"
2016/11/02,"11,110","343.83","-"
2016/11/04,"11,046","342.08","-"
2016/11/07,"11,065","342.95","-"
2016/11/08,"11,079","343.65","-"
2016/11/09,"11,047","343.41","-"
2016/11/10,"11,053","343.72","-"
2016/11/11,"11,012","342.37","-"
2016/11/14,"10,999","342.62","-"
2016/11/15,"10,966","341.62","-"
2016/11/16,"11,018","343.70","-"
2016/11/17,"11,034","344.60","-"
2016/11/18,"11,043","344.96","-"
2016/11/21,"11,047","345.67","-"
2016/11/22,"11,037","345.80","-"
2016/11/24,"11,071","347.42","-"
2016/11/25,"11,081","348.20","-"
2016/11/28,"11,087","348.38","-"
2016/11/29,"11,100","350.08","-"
2016/11/30,"11,106","351.13","-"
2016/12/01,"11,117","352.29","-"
2016/12/02,"11,071","351.06","-"
2016/12/05,"11,069","351.18","-"
2016/12/06,"11,068","351.50","-"
2016/12/07,"11,099","353.00","-"
2016/12/08,"11,137","354.72","-"
2016/12/09,"11,139","355.20","-"
2016/12/12,"11,124","355.85","-"
2016/12/13,"11,108","356.21","-"
2016/12/14,"11,136","356.55","-"
2016/12/15,"11,153","357.99","-"
2016/12/16,"11,149","358.38","-"
2016/12/19,"11,147","359.40","-"
2016/12/20,"11,179","361.73","-"
2016/12/21,"11,179","363.05","-"
2016/12/22,"11,181","364.76","-"
2016/12/26,"11,182","365.76","-"
2016/12/27,"11,186","368.37","-"
2016/12/28,"11,193","368.60","-"
2016/12/29,"11,191","368.53","-"
2016/12/30,"11,204","375.44","-"
2017/01/04,"11,227","379.76","-"
2017/01/05,"11,220","380.82","-"
2017/01/06,"11,232","381.64","-"
2017/01/10,"11,229","381.45","-"
2017/01/11,"11,200","380.14","30"
2017/01/12,"11,185","381.17","-"
2017/01/13,"11,201","382.91","-"
2017/01/16,"11,187","383.89","-"
2017/01/17,"11,167","384.81","-"
2017/01/18,"11,150","384.24","-"
2017/01/19,"11,168","388.52","-"
2017/01/20,"11,139","389.52","-"
2017/01/23,"11,116","390.74","-"
2017/01/24,"11,114","392.27","-"
2017/01/25,"11,125","394.82","-"
2017/01/26,"11,114","396.28","-"
2017/01/27,"11,128","398.91","-"
2017/01/30,"11,124","401.45","-"
2017/01/31,"11,098","402.01","-"
2017/02/01,"11,097","404.91","-"
2017/02/02,"11,064","406.72","-"
2017/02/03,"11,095","409.45","-"
2017/02/06,"11,104","412.20","-"
2017/02/07,"11,105","413.83","-"
2017/02/08,"11,107","415.57","-"
2017/02/09,"11,125","419.10","-"
2017/02/10,"11,159","421.98","-"
2017/02/13,"11,165","423.77","-"
2017/02/14,"11,157","424.67","-"
2017/02/15,"11,170","427.35","-"
2017/02/16,"11,159","429.26","-"
2017/02/17,"11,165","430.70","-"
2017/02/20,"11,175","432.87","-"
2017/02/21,"11,178","433.83","-"
2017/02/22,"11,197","434.56","-"
2017/02/23,"11,212","438.48","-"
2017/02/24,"11,215","439.98","-"
2017/02/27,"11,229","442.49","-"
2017/02/28,"11,233","445.60","-"
2017/03/01,"11,238","448.45","-"
2017/03/02,"11,263","452.00","-"
2017/03/03,"11,251","452.87","-"
2017/03/06,"11,244","452.98","-"
2017/03/07,"11,240","455.13","-"
2017/03/08,"11,226","455.07","-"
2017/03/09,"11,210","455.74","-"
2017/03/10,"11,188","456.77","-"
2017/03/13,"11,190","458.10","-"
2017/03/14,"11,188","459.16","-"
2017/03/15,"11,185","461.14","-"
2017/03/16,"11,207","463.50","-"
2017/03/17,"11,215","465.21","-"
2017/03/21,"11,213","466.89","-"
2017/03/22,"11,170","466.48","-"
2017/03/23,"11,170","468.42","-"
2017/03/24,"11,179","470.63","-"
2017/03/27,"11,170","471.81","-"
2017/03/28,"11,173","474.00","-"
2017/03/29,"11,214","479.55","-"
2017/03/30,"11,214","483.59","-"
2017/03/31,"11,207","487.40","-"
2017/04/03,"11,188","491.22","-"
2017/04/04,"11,192","493.51","-"
2017/04/05,"11,205","494.57","-"
2017/04/06,"11,190","494.25","-"
2017/04/07,"11,211","494.57","-"
2017/04/10,"11,226","495.61","-"
2017/04/11,"11,216","496.00","-"
2017/04/12,"11,200","495.90","-"
2017/04/13,"11,178","495.14","-"
2017/04/14,"11,180","496.02","-"
2017/04/17,"11,187","496.79","-"
2017/04/18,"11,210","497.84","-"
2017/04/19,"11,176","496.31","-"
2017/04/20,"11,180","497.88","-"
2017/04/21,"11,194","499.35","-"
2017/04/24,"11,198","500.15","-"
2017/04/25,"11,231","502.36","-"
2017/04/26,"11,252","504.53","-"
2017/04/27,"11,245","505.70","-"
2017/04/28,"11,242","507.07","-"
2017/05/01,"11,236","508.55","-"
2017/05/02,"11,253","510.94","-"
2017/05/08,"11,271","511.73","-"
2017/05/09,"11,270","514.80","-"
2017/05/10,"11,269","515.64","-"
2017/05/11,"11,285","517.70","-"
2017/05/12,"11,276","518.55","-"
2017/05/15,"11,279","520.39","-"
2017/05/16,"11,281","520.71","-"
2017/05/17,"11,265","521.93","-"
2017/05/18,"11,235","522.20","-"
2017/05/19,"11,229","523.71","-"
2017/05/22,"11,241","525.65","-"
2017/05/23,"11,242","527.33","-"
2017/05/24,"11,257","530.42","-"
2017/05/25,"11,266","531.61","-"
2017/05/26,"11,284","534.54","-"
2017/05/29,"11,289","537.22","-"
2017/05/30,"11,290","540.30","-"
2017/05/31,"11,277","539.67","-"
2017/06/01,"11,285","544.86","-"
2017/06/02,"11,317","549.02","-"
2017/06/05,"11,325","551.15","-"
2017/06/06,"11,308","551.44","-"
2017/06/07,"11,310","551.52","-"
2017/06/08,"11,298","553.03","-"
2017/06/09,"11,310","554.15","-"
2017/06/12,"11,313","555.62","-"
2017/06/13,"11,311","557.85","-"
2017/06/14,"11,312","560.03","-"
2017/06/15,"11,338","562.92","-"
2017/06/16,"11,331","564.46","-"
2017/06/19,"11,335","565.62","-"
2017/06/20,"11,358","568.25","-"
2017/06/21,"11,349","569.53","-"
2017/06/22,"11,340","570.49","-"
2017/06/23,"11,343","572.38","-"
2017/06/26,"11,344","573.75","-"
2017/06/27,"11,368","576.97","-"
2017/06/28,"11,312","577.01","-"
2017/06/29,"11,308","578.99","-"
2017/06/30,"11,244","577.42","-"
2017/07/03,"11,234","581.06","-"
2017/07/04,"11,245","585.68","-"
2017/07/05,"11,248","589.17","-"
2017/07/06,"11,235","588.51","-"
2017/07/07,"11,181","589.16","-"
2017/07/10,"11,191","592.41","-"
2017/07/11,"11,175","593.34","30"
2017/07/12,"11,164","595.82","-"
2017/07/13,"11,198","600.97","-"
2017/07/14,"11,199","603.48","-"
2017/07/18,"11,212","606.45","-"
2017/07/19,"11,225","610.35","-"
2017/07/20,"11,258","615.23","-"
2017/07/21,"11,261","617.76","-"
2017/07/24,"11,247","620.16","-"
2017/07/25,"11,245","623.25","-"
2017/07/26,"11,233","626.60","-"
2017/07/27,"11,238","630.61","-"
2017/07/28,"11,250","634.78","-"
2017/07/31,"11,227","639.17","-"
2017/08/01,"11,229","644.12","-"
2017/08/02,"11,251","652.15","-"
2017/08/03,"11,249","658.43","-"
2017/08/04,"11,249","660.36","-"
2017/08/07,"11,271","663.17","-"
2017/08/08,"11,282","665.30","-"
2017/08/09,"11,269","666.49","-"
2017/08/10,"11,257","667.59","-"
2017/08/14,"11,183","664.79","-"
2017/08/15,"11,243","670.20","-"
2017/08/16,"11,252","673.69","-"
2017/08/17,"11,254","676.39","-"
2017/08/18,"11,229","676.88","-"
2017/08/21,"11,210","678.30","-"
2017/08/22,"11,213","680.91","-"
2017/08/23,"11,248","684.92","-"
2017/08/24,"11,245","687.07","-"
2017/08/25,"11,250","689.10","-"
2017/08/28,"11,241","690.54","-"
2017/08/29,"11,224","691.67","-"
2017/08/30,"11,238","692.53","-"
2017/08/31,"11,274","698.81","-"
2017/09/01,"11,289","703.04","-"
2017/09/04,"11,272","705.71","-"
2017/09/05,"11,254","706.10","-"
